Conf,R,S1,S2,T1,T2,G,Home,Winner,WOELO,WNELO,LOELO,LNELO,SIMSW,SIMSL,D,
Eastern,1,1,8,TOR,WAS,1,TOR,TOR,1542.41,1549.08,1384.99,1378.32,204768,57376,6253,
Eastern,1,1,8,TOR,WAS,2,TOR,TOR,1549.08,1555.37,1378.32,1372.04,210013,52131,6155,
Eastern,1,1,8,TOR,WAS,3,WAS,TOR,1555.37,1565.26,1372.04,1362.15,175749,86395,7429,
Eastern,1,1,8,TOR,WAS,4,WAS,TOR,1565.26,1574.4,1362.15,1353,180965,81179,7308,
Eastern,1,2,7,BOS,MIL,1,BOS,BOS,1485.97,1495.8,1421.36,1411.52,178243,83901,7887,
Eastern,1,2,7,BOS,MIL,2,BOS,BOS,1495.8,1504.91,1411.52,1402.41,183443,78701,7068,
Eastern,1,2,7,BOS,MIL,3,MIL,BOS,1504.91,1518.08,1402.41,1389.24,146793,115351,8455,
Eastern,1,2,7,BOS,MIL,4,MIL,BOS,1518.08,1530.15,1389.24,1377.17,154691,107453,8127,
Eastern,1,3,6,PHI,MIA,1,PHI,PHI,1537.82,1545.49,1412.24,1404.56,196910,65234,6714,
Eastern,1,3,6,PHI,MIA,2,PHI,PHI,1545.49,1552.67,1404.56,1397.39,202127,60017,6563,
Eastern,1,3,6,PHI,MIA,3,MIA,PHI,1552.67,1563.65,1397.39,1386.4,165151,96993,7838,
Eastern,1,3,6,PHI,MIA,4,MIA,PHI,1563.65,1573.78,1386.4,1376.28,173068,89076,7557,
Eastern,1,4,5,CLE,IND,1,CLE,CLE,1470.47,1483.5,1484.49,1471.46,149309,112835,8293,
Eastern,1,4,5,CLE,IND,2,CLE,CLE,1483.5,1495.43,1471.46,1459.53,159801,102343,7976,
Eastern,1,4,5,CLE,IND,3,IND,IND,1459.53,1473.49,1495.43,1481.47,141502,120642,8475,
Eastern,1,4,5,CLE,IND,4,IND,IND,1473.49,1486.26,1481.47,1468.7,151850,110294,8160,
Eastern,1,4,5,CLE,IND,5,CLE,CLE,1468.7,1481.88,1486.26,1473.08,149309,112835,8352,
Eastern,1,4,5,CLE,IND,6,IND,IND,1473.08,1485.89,1481.88,1469.07,151850,110294,8147,
Eastern,1,4,5,CLE,IND,7,CLE,CLE,1469.07,1482.22,1485.89,1472.74,149309,112835,8368,
Eastern,2,1,4,TOR,CLE,1,TOR,TOR,1574.4,1583.22,1482.22,1473.4,186130,76014,7119,
Eastern,2,1,4,TOR,CLE,2,TOR,TOR,1583.22,1591.43,1473.4,1465.2,191537,70607,6832,
Eastern,2,1,4,TOR,CLE,3,CLE,TOR,1591.43,1603.6,1465.2,1453.02,154691,107453,8194,
Eastern,2,1,4,TOR,CLE,4,CLE,TOR,1603.6,1614.78,1453.02,1441.85,162500,99644,7915,
Eastern,2,2,3,BOS,PHI,1,BOS,BOS,1530.15,1544.44,1573.78,1559.48,138851,123293,8570,
Eastern,2,2,3,BOS,PHI,2,BOS,BOS,1544.44,1557.51,1559.48,1546.41,149309,112835,10333,
Eastern,2,2,3,BOS,PHI,3,PHI,PHI,1546.41,1559.32,1557.51,1544.61,149309,112835,8233,
Eastern,2,2,3,BOS,PHI,4,PHI,PHI,1559.32,1571.14,1544.61,1532.79,159801,102343,8047,
Eastern,2,2,3,BOS,PHI,5,BOS,BOS,1532.79,1546.85,1571.14,1557.07,141502,120642,8342,
Eastern,2,2,3,BOS,PHI,6,PHI,PHI,1557.07,1569.08,1546.85,1534.84,157123,105021,8156,
Eastern,2,2,3,BOS,PHI,7,BOS,BOS,1534.84,1548.73,1569.08,1555.19,141502,120642,8373,
Eastern,3,1,2,TOR,BOS,1,TOR,TOR,1614.78,1624.56,1548.73,1538.95,178243,83901,7409,
Eastern,3,1,2,TOR,BOS,2,TOR,TOR,1624.56,1633.62,1538.95,1529.89,183443,78701,7199,
Eastern,3,1,2,TOR,BOS,3,BOS,TOR,1633.62,1646.74,1529.89,1516.77,146793,115351,13646,
Eastern,3,1,2,TOR,BOS,4,BOS,TOR,1646.74,1658.76,1516.77,1504.75,154691,107453,8190,
Western,1,1,8,HOU,MIN,1,HOU,HOU,1618.45,1624.52,1440.37,1434.3,210013,52131,6297,
Western,1,1,8,HOU,MIN,2,HOU,HOU,1624.52,1630.27,1434.3,1428.55,212626,49518,6211,
Western,1,1,8,HOU,MIN,3,MIN,HOU,1630.27,1639.47,1428.55,1419.35,180965,81179,7238,
Western,1,1,8,HOU,MIN,4,MIN,HOU,1639.47,1648,1419.35,1410.81,186323,75821,7140,
Western,1,2,7,GSW,SAS,1,GSW,GSW,1490.14,1500.61,1441.95,1431.48,172963,89181,7593,
Western,1,2,7,GSW,SAS,2,GSW,GSW,1500.61,1510.28,1431.48,1421.81,178243,83901,7317,
Western,1,2,7,GSW,SAS,3,SAS,GSW,1510.28,1524.05,1421.81,1408.04,141516,120628,8441,
Western,1,2,7,GSW,SAS,4,SAS,GSW,1524.05,1536.65,1408.04,1395.43,149429,112715,8273,
Western,1,3,6,POR,NOP,1,POR,POR,1494.95,1507.07,1487.25,1475.14,157123,105021,8131,
Western,1,3,6,POR,NOP,2,POR,POR,1507.07,1518.19,1475.14,1464.02,165082,97062,7760,
Western,1,3,6,POR,NOP,3,NOP,NOP,1464.02,1478.77,1518.19,1503.44,133717,128427,8548,
Western,1,3,6,POR,NOP,4,NOP,NOP,1478.77,1492.25,1503.44,1489.96,146664,115480,8348,
Western,1,3,6,POR,NOP,5,POR,POR,1489.96,1502.49,1492.25,1479.72,154460,107684,8206,
Western,1,3,6,POR,NOP,6,NOP,NOP,1479.72,1493.12,1502.49,1489.09,146664,115480,8338,
Western,1,3,6,POR,NOP,7,POR,POR,1489.09,1501.7,1493.12,1480.51,151850,110294,8213,
Western,1,4,5,OKC,UTA,1,OKC,OKC,1480.17,1494.13,1516.09,1502.13,141502,120642,8346,
Western,1,4,5,OKC,UTA,2,OKC,OKC,1494.13,1506.9,1502.13,1489.36,151850,110294,8296,
Western,1,4,5,OKC,UTA,3,UTA,UTA,1489.36,1502.54,1506.9,1493.72,149309,112835,8254,
Western,1,4,5,OKC,UTA,4,UTA,UTA,1502.54,1514.6,1493.72,1481.66,157123,105021,8196,
Western,1,4,5,OKC,UTA,5,OKC,OKC,1481.66,1495.49,1514.6,1500.77,141502,120642,8370,
Western,1,4,5,OKC,UTA,6,UTA,UTA,1500.77,1512.98,1495.49,1483.28,157123,105021,8109,
Western,1,4,5,OKC,UTA,7,OKC,OKC,1483.28,1496.97,1512.98,1499.29,144077,118067,8369,
Western,2,1,4,HOU,OKC,1,HOU,HOU,1648,1654.87,1496.97,1490.11,204768,57376,6414,
Western,2,1,4,HOU,OKC,2,HOU,HOU,1654.87,1661.33,1490.11,1483.65,207375,54769,6377,
Western,2,1,4,HOU,OKC,3,OKC,HOU,1661.33,1671.43,1483.65,1473.54,173068,89076,7636,
Western,2,1,4,HOU,OKC,4,OKC,HOU,1671.43,1680.77,1473.54,1464.2,178339,83805,7297,
Western,2,2,3,GSW,POR,1,GSW,GSW,1536.65,1547.65,1501.7,1490.7,167693,94451,7785,
Western,2,2,3,GSW,POR,2,GSW,GSW,1547.65,1557.79,1490.7,1480.56,175609,86535,7408,
Western,2,2,3,GSW,POR,3,POR,GSW,1557.79,1572.04,1480.56,1466.31,136295,125849,8529,
Western,2,2,3,GSW,POR,4,POR,GSW,1572.04,1585.08,1466.31,1453.27,146793,115351,8271,
Western,3,1,2,HOU,GSW,1,HOU,HOU,1680.77,1689.47,1585.08,1576.39,188773,73371,6916,
Western,3,1,2,HOU,GSW,2,HOU,HOU,1689.47,1697.56,1576.39,1568.3,194201,67943,6822,
Western,3,1,2,HOU,GSW,3,GSW,HOU,1697.56,1709.61,1568.3,1556.25,154691,107453,8159,
Western,3,1,2,HOU,GSW,4,GSW,HOU,1709.61,1720.67,1556.25,1545.18,165151,96993,7840,
Final,4,1,1,HOU,TOR,1,HOU,HOU,1720.67,1730.61,1658.76,1648.82,175609,86535,7520,
