Conf,R,S1,S2,T1,T2,G,Home,Winner,WOELO,WNELO,LOELO,LNELO,SIMSW,SIMSL,D,
Eastern,1,1,8,CLE,DET,1,CLE,CLE,1507.19,1519.53,1437.04,1424.69,7,1,132,
Eastern,1,1,8,CLE,DET,2,CLE,CLE,1519.53,1530.7,1424.69,1413.53,7,1,76,
Eastern,1,1,8,CLE,DET,3,DET,DET,1413.53,1436.23,1530.7,1508,5,3,53,
Eastern,1,1,8,CLE,DET,4,DET,DET,1436.23,1456.33,1508,1487.9,5,3,58,
Eastern,1,1,8,CLE,DET,5,CLE,CLE,1487.9,1502.21,1456.33,1442.01,6,2,56,
Eastern,1,1,8,CLE,DET,6,DET,DET,1442.01,1461.45,1502.21,1482.78,5,3,53,
Eastern,1,1,8,CLE,DET,7,CLE,CLE,1482.78,1497.64,1461.45,1446.59,6,2,52,
Eastern,1,2,7,TOR,IND,1,TOR,TOR,1530.58,1541.58,1432.31,1421.3,7,1,54,
Eastern,1,2,7,TOR,IND,2,TOR,TOR,1541.58,1551.61,1421.3,1411.28,7,1,54,
Eastern,1,2,7,TOR,IND,3,IND,TOR,1551.61,1567.61,1411.28,1395.27,4,4,55,
Eastern,1,2,7,TOR,IND,4,IND,TOR,1567.61,1581.89,1395.27,1381,4,4,55,
Eastern,1,3,6,MIA,CHA,1,MIA,MIA,1466.1,1482.96,1481.04,1464.19,5,3,56,
Eastern,1,3,6,MIA,CHA,2,MIA,MIA,1482.96,1497.96,1464.19,1449.19,6,2,68,
Eastern,1,3,6,MIA,CHA,3,CHA,CHA,1449.19,1467.97,1497.96,1479.18,5,3,59,
Eastern,1,3,6,MIA,CHA,4,CHA,CHA,1467.97,1484.62,1479.18,1462.53,5,3,54,
Eastern,1,3,6,MIA,CHA,5,MIA,MIA,1462.53,1479.79,1484.62,1467.36,5,3,53,
Eastern,1,3,6,MIA,CHA,6,CHA,CHA,1467.36,1484.07,1479.79,1463.07,5,3,53,
Eastern,1,3,6,MIA,CHA,7,MIA,MIA,1463.07,1480.27,1484.07,1466.87,5,3,54,
Eastern,1,4,5,ATL,BOS,1,ATL,ATL,1472.72,1488.66,1471.27,1455.33,5,3,54,
Eastern,1,4,5,ATL,BOS,2,ATL,ATL,1488.66,1502.89,1455.33,1441.11,6,2,54,
Eastern,1,4,5,ATL,BOS,3,BOS,BOS,1441.11,1460.64,1502.89,1483.36,5,3,57,
Eastern,1,4,5,ATL,BOS,4,BOS,BOS,1460.64,1477.93,1483.36,1466.06,5,3,54,
Eastern,1,4,5,ATL,BOS,5,ATL,ATL,1466.06,1482.75,1477.93,1461.25,5,3,52,
Eastern,1,4,5,ATL,BOS,6,BOS,BOS,1461.25,1478.47,1482.75,1465.52,5,3,53,
Eastern,1,4,5,ATL,BOS,7,ATL,ATL,1465.52,1482.27,1478.47,1461.73,5,3,53,
Eastern,2,1,4,CLE,ATL,1,CLE,CLE,1497.64,1512.82,1482.27,1467.09,6,2,55,
Eastern,2,1,4,CLE,ATL,2,CLE,CLE,1512.82,1526.39,1467.09,1453.51,7,1,53,
Eastern,2,1,4,CLE,ATL,3,ATL,ATL,1453.51,1473.68,1526.39,1506.23,5,3,54,
Eastern,2,1,4,CLE,ATL,4,ATL,ATL,1473.68,1491.53,1506.23,1488.37,5,3,53,
