Conf,R,S1,S2,T1,T2,G,Home,Winner,WOELO,WNELO,LOELO,LNELO,SIMSW,SIMSL,D,
Eastern,1,1,8,ATL,BKN,1,ATL,ATL,1518.94,1529.85,1398.55,1387.64,36,28,503,
Eastern,1,1,8,ATL,BKN,2,ATL,ATL,1529.85,1539.79,1387.64,1377.7,33,31,338,
Eastern,1,1,8,ATL,BKN,3,BKN,ATL,1539.79,1553.55,1377.7,1363.93,46,18,388,
Eastern,1,1,8,ATL,BKN,4,BKN,ATL,1553.55,1565.92,1363.93,1351.56,47,17,369,
Eastern,1,2,7,CLE,BOS,1,CLE,CLE,1526.41,1539.47,1450.73,1437.67,33,31,360,
Eastern,1,2,7,CLE,BOS,2,CLE,BOS,1437.67,1465.89,1539.47,1511.25,32,32,401,
Eastern,1,2,7,CLE,BOS,3,BOS,CLE,1511.25,1531.52,1465.89,1445.62,42,22,455,
Eastern,1,2,7,CLE,BOS,4,BOS,CLE,1531.52,1549.46,1445.62,1427.68,38,26,286,
Eastern,1,2,7,CLE,BOS,5,CLE,BOS,1427.68,1456.84,1549.46,1520.31,36,28,309,
Eastern,1,2,7,CLE,BOS,6,BOS,CLE,1520.31,1539.53,1456.84,1437.61,38,26,294,
Eastern,1,3,6,CHI,MIL,1,CHI,MIL,1377.8,1405.27,1464.27,1436.8,33,31,248,
Eastern,1,3,6,CHI,MIL,2,CHI,MIL,1405.27,1429.88,1436.8,1412.19,40,24,273,
Eastern,1,3,6,CHI,MIL,3,MIL,CHI,1412.19,1436.04,1429.88,1406.03,36,28,377,
Eastern,1,3,6,CHI,MIL,4,MIL,CHI,1436.04,1457.19,1406.03,1384.88,40,24,175,
Eastern,1,3,6,CHI,MIL,5,CHI,MIL,1384.88,1411.65,1457.19,1430.42,32,32,182,
Eastern,1,3,6,CHI,MIL,6,MIL,CHI,1430.42,1452.22,1411.65,1389.85,37,27,178,
Eastern,1,3,6,CHI,MIL,7,CHI,MIL,1389.85,1416.11,1452.22,1425.96,34,30,175,
Eastern,1,4,5,TOR,WAS,1,TOR,WAS,1414.57,1438.3,1430.14,1406.41,33,31,181,
Eastern,1,4,5,TOR,WAS,2,TOR,WAS,1438.3,1459.35,1406.41,1385.37,38,26,204,
Eastern,1,4,5,TOR,WAS,3,WAS,TOR,1385.37,1412.21,1459.35,1432.5,37,27,183,
Eastern,1,4,5,TOR,WAS,4,WAS,TOR,1412.21,1436.21,1432.5,1408.51,41,23,178,
Eastern,1,4,5,TOR,WAS,5,TOR,WAS,1408.51,1432.91,1436.21,1411.81,35,29,186,
Eastern,1,4,5,TOR,WAS,6,WAS,TOR,1411.81,1435.84,1432.91,1408.87,40,24,186,
Eastern,1,4,5,TOR,WAS,7,TOR,WAS,1408.87,1433.23,1435.84,1411.48,40,24,180,
Eastern,2,1,5,ATL,WAS,1,ATL,ATL,1565.92,1576.28,1433.23,1422.87,46,18,234,
Eastern,2,1,5,ATL,WAS,2,ATL,ATL,1576.28,1585.75,1422.87,1413.4,48,16,153,
Eastern,2,1,5,ATL,WAS,3,WAS,ATL,1585.75,1598.98,1413.4,1400.17,45,19,196,
Eastern,2,1,5,ATL,WAS,4,WAS,ATL,1598.98,1610.9,1400.17,1388.25,50,14,199,
Eastern,2,2,6,CLE,MIL,1,CLE,CLE,1539.53,1550.3,1416.11,1405.34,47,17,166,
Eastern,2,2,6,CLE,MIL,2,CLE,CLE,1550.3,1560.13,1405.34,1395.51,49,15,212,
Eastern,2,2,6,CLE,MIL,3,MIL,CLE,1560.13,1573.76,1395.51,1381.88,49,15,158,
Eastern,2,2,6,CLE,MIL,4,MIL,CLE,1573.76,1586.02,1381.88,1369.62,49,15,160,
Eastern,3,1,2,ATL,CLE,1,ATL,ATL,1610.9,1626.66,1586.02,1570.26,34,30,153,
Eastern,3,1,2,ATL,CLE,2,ATL,CLE,1570.26,1596.2,1626.66,1600.72,34,30,181,
Eastern,3,1,2,ATL,CLE,3,CLE,ATL,1600.72,1623.32,1596.2,1573.6,36,28,160,
Eastern,3,1,2,ATL,CLE,4,CLE,ATL,1623.32,1643.34,1573.6,1553.58,40,24,174,
Eastern,3,1,2,ATL,CLE,5,ATL,CLE,1553.58,1581.22,1643.34,1615.7,34,30,171,
Eastern,3,1,2,ATL,CLE,6,CLE,ATL,1615.7,1636.59,1581.22,1560.33,41,23,193,
Western,1,1,8,GSW,NOP,1,GSW,GSW,1624.23,1632.93,1452.03,1443.32,33,31,394,
Western,1,1,8,GSW,NOP,2,GSW,GSW,1632.93,1640.98,1443.32,1435.27,40,24,374,
Western,1,1,8,GSW,NOP,3,NOP,GSW,1640.98,1652.57,1435.27,1423.68,49,15,351,
Western,1,1,8,GSW,NOP,4,NOP,GSW,1652.57,1663.1,1423.68,1413.15,47,17,407,
Western,1,2,7,HOU,DAL,1,HOU,DAL,1466.14,1492.83,1536.94,1510.25,32,32,269,
Western,1,2,7,HOU,DAL,2,HOU,DAL,1492.83,1516.66,1510.25,1486.42,35,29,297,
Western,1,2,7,HOU,DAL,3,DAL,HOU,1486.42,1510.96,1516.66,1492.12,35,29,368,
Western,1,2,7,HOU,DAL,4,DAL,HOU,1510.96,1532.75,1492.12,1470.33,39,25,276,
Western,1,2,7,HOU,DAL,5,HOU,HOU,1532.75,1546.49,1470.33,1456.59,33,31,284,
Western,1,2,7,HOU,DAL,6,DAL,HOU,1546.49,1564.21,1456.59,1438.87,39,25,230,
Western,1,3,6,LAC,SAS,1,LAC,SAS,1558.43,1581.03,1553.79,1531.19,36,28,190,
Western,1,3,6,LAC,SAS,2,LAC,SAS,1581.03,1601.04,1531.19,1511.18,38,26,182,
Western,1,3,6,LAC,SAS,3,SAS,SAS,1601.04,1613.39,1511.18,1498.83,33,31,184,
Western,1,3,6,LAC,SAS,4,SAS,SAS,1613.39,1624.57,1498.83,1487.65,34,30,193,
Western,1,4,5,MEM,POR,1,MEM,POR,1446.22,1471.88,1497.37,1471.71,33,31,178,
Western,1,4,5,MEM,POR,2,MEM,POR,1471.88,1494.73,1471.71,1448.86,39,25,197,
Western,1,4,5,MEM,POR,3,POR,MEM,1448.86,1474.24,1494.73,1469.35,36,28,185,
Western,1,4,5,MEM,POR,4,POR,POR,1469.35,1486.77,1474.24,1456.83,34,30,194,
Western,1,4,5,MEM,POR,5,MEM,POR,1486.77,1507.92,1456.83,1435.67,39,25,200,
Western,2,1,5,GSW,POR,1,GSW,GSW,1663.1,1672.49,1507.92,1498.53,48,16,157,
Western,2,1,5,GSW,POR,2,GSW,GSW,1672.49,1681.13,1498.53,1489.89,38,26,153,
