Conf,R,S1,S2,T1,T2,G,Home,Winner,WOELO,WNELO,LOELO,LNELO,SIMSW,SIMSL,D,
Eastern,1,1,8,IND,ATL,1,IND,IND,1459.74,1465.26,1362.33,1356.81,34,30,29491,
Eastern,1,1,8,IND,ATL,2,IND,ATL,1356.81,1371.54,1465.26,1450.53,33,31,152,
Eastern,1,1,8,IND,ATL,3,ATL,IND,1450.53,1460.27,1371.54,1361.8,38,26,152,
Eastern,1,1,8,IND,ATL,4,ATL,IND,1460.27,1469.45,1361.8,1352.62,39,25,211,
Eastern,1,1,8,IND,ATL,5,IND,ATL,1352.62,1367.53,1469.45,1454.54,34,30,205,
Eastern,1,1,8,IND,ATL,6,ATL,IND,1454.54,1464.05,1367.53,1358.02,44,20,202,
Eastern,1,2,7,MIA,CHA,1,MIA,CHA,1457.14,1469.18,1458.71,1446.68,38,26,5903,
Eastern,1,2,7,MIA,CHA,2,MIA,CHA,1469.18,1480.53,1446.68,1435.32,41,23,171,
Eastern,1,2,7,MIA,CHA,3,CHA,MIA,1435.32,1448.52,1480.53,1467.34,38,26,211,
Eastern,1,2,7,MIA,CHA,4,CHA,MIA,1448.52,1461.03,1467.34,1454.83,36,28,297,
Eastern,1,2,7,MIA,CHA,5,MIA,CHA,1454.83,1466.99,1461.03,1448.87,36,28,148,
Eastern,1,2,7,MIA,CHA,6,CHA,MIA,1448.87,1461.35,1466.99,1454.51,41,23,211,
Eastern,1,2,7,MIA,CHA,7,MIA,CHA,1454.51,1466.68,1461.35,1449.17,36,28,226,
Eastern,1,3,6,TOR,BKN,1,TOR,BKN,1442.38,1454.94,1463.32,1450.76,38,26,213,
Eastern,1,3,6,TOR,BKN,2,TOR,BKN,1454.94,1466.81,1450.76,1438.89,37,27,165,
Eastern,1,3,6,TOR,BKN,3,BKN,TOR,1438.89,1451.64,1466.81,1454.07,35,29,195,
Eastern,1,3,6,TOR,BKN,4,BKN,TOR,1451.64,1463.69,1454.07,1442.01,36,28,158,
Eastern,1,3,6,TOR,BKN,5,TOR,BKN,1442.01,1454.59,1463.69,1451.11,36,28,136,
Eastern,1,3,6,TOR,BKN,6,BKN,TOR,1451.11,1463.2,1454.59,1442.51,32,32,159,
Eastern,1,3,6,TOR,BKN,7,TOR,TOR,1463.2,1470.64,1442.51,1435.06,34,30,212,
Eastern,1,4,5,CHI,WAS,1,CHI,WAS,1434.72,1448.04,1484.42,1471.1,32,32,160,
Eastern,1,4,5,CHI,WAS,2,CHI,WAS,1448.04,1460.65,1471.1,1458.49,36,28,216,
Eastern,1,4,5,CHI,WAS,3,WAS,CHI,1458.49,1470.53,1460.65,1448.61,40,24,204,
Eastern,1,4,5,CHI,WAS,4,WAS,CHI,1470.53,1481.91,1448.61,1437.23,41,23,153,
Eastern,1,4,5,CHI,WAS,5,CHI,WAS,1437.23,1450.42,1481.91,1468.72,36,28,211,
Eastern,1,4,5,CHI,WAS,6,WAS,CHI,1468.72,1480.2,1450.42,1438.94,44,20,127,
Eastern,1,4,5,CHI,WAS,7,CHI,WAS,1438.94,1452.04,1480.2,1467.1,40,24,145,
Eastern,2,1,5,IND,WAS,1,IND,IND,1464.05,1471.73,1452.04,1444.36,35,29,192,
Eastern,2,1,5,IND,WAS,2,IND,IND,1471.73,1479,1444.36,1437.09,36,28,201,
Eastern,2,1,5,IND,WAS,3,WAS,WAS,1437.09,1446.28,1479,1469.81,33,31,217,
Eastern,2,1,5,IND,WAS,4,WAS,IND,1469.81,1481.14,1446.28,1434.95,38,26,151,
Eastern,2,1,5,IND,WAS,5,IND,WAS,1434.95,1448.18,1481.14,1467.91,35,29,215,
Eastern,2,1,5,IND,WAS,6,WAS,WAS,1448.18,1456.74,1467.91,1459.35,33,31,228,
Eastern,2,1,5,IND,WAS,7,IND,WAS,1456.74,1468.8,1459.35,1447.29,36,28,9210,
Eastern,2,3,7,TOR,CHA,1,TOR,TOR,1470.64,1478.55,1466.68,1458.78,36,28,245,
Eastern,2,3,7,TOR,CHA,2,TOR,TOR,1478.55,1486.02,1458.78,1451.31,36,28,987,
Eastern,2,3,7,TOR,CHA,3,CHA,TOR,1486.02,1497.03,1451.31,1440.3,33,31,3361,
Eastern,2,3,7,TOR,CHA,4,CHA,TOR,1497.03,1507.41,1440.3,1429.92,43,21,150,
Eastern,3,3,5,TOR,WAS,1,TOR,WAS,1468.8,1481.83,1507.41,1494.38,43,21,213,
Eastern,3,3,5,TOR,WAS,2,TOR,WAS,1481.83,1494.16,1494.38,1482.05,38,26,207,
Eastern,3,3,5,TOR,WAS,3,WAS,TOR,1482.05,1494.37,1494.16,1481.84,37,27,202,
Eastern,3,3,5,TOR,WAS,4,WAS,TOR,1494.37,1506.01,1481.84,1470.2,40,24,208,
Eastern,3,3,5,TOR,WAS,5,TOR,TOR,1506.01,1513.06,1470.2,1463.15,33,31,9792,
Eastern,3,3,5,TOR,WAS,6,WAS,TOR,1513.06,1523.63,1463.15,1452.58,41,23,8712,
Western,1,1,8,SAS,DAL,1,SAS,DAL,1483.07,1497.58,1581.9,1567.39,34,30,194,
Western,1,1,8,SAS,DAL,2,SAS,DAL,1497.58,1511.4,1567.39,1553.57,37,27,117,
Western,1,1,8,SAS,DAL,3,DAL,SAS,1553.57,1564.37,1511.4,1500.6,47,17,198,
Western,1,1,8,SAS,DAL,4,DAL,SAS,1564.37,1574.54,1500.6,1490.42,36,28,193,
Western,1,1,8,SAS,DAL,5,SAS,DAL,1490.42,1504.59,1574.54,1560.38,33,31,123,
Western,1,1,8,SAS,DAL,6,DAL,SAS,1560.38,1570.79,1504.59,1494.18,40,24,4931,
Western,1,1,8,SAS,DAL,7,SAS,SAS,1570.79,1576.8,1494.18,1488.17,33,31,897,
Western,1,2,7,OKC,MEM,1,OKC,MEM,1522.26,1534.49,1531.21,1518.97,37,27,227,
Western,1,2,7,OKC,MEM,2,OKC,MEM,1534.49,1546.05,1518.97,1507.42,36,28,446,
Western,1,2,7,OKC,MEM,3,MEM,OKC,1507.42,1520.45,1546.05,1533.02,38,26,223,
Western,1,2,7,OKC,MEM,4,MEM,OKC,1520.45,1532.78,1533.02,1520.69,33,31,28629,
Western,1,2,7,OKC,MEM,5,OKC,MEM,1520.69,1533.01,1532.78,1520.46,36,28,2336,
Western,1,2,7,OKC,MEM,6,MEM,OKC,1520.46,1532.79,1533.01,1520.67,40,24,5622,
Western,1,2,7,OKC,MEM,7,OKC,MEM,1520.67,1532.99,1532.79,1520.47,40,24,192,
Western,1,3,6,LAC,GSW,1,LAC,GSW,1495.26,1508.6,1545.9,1532.57,34,30,151,
Western,1,3,6,LAC,GSW,2,LAC,GSW,1508.6,1521.24,1532.57,1519.92,34,30,232,
Western,1,3,6,LAC,GSW,3,GSW,LAC,1519.92,1531.95,1521.24,1509.22,40,24,208,
Western,1,3,6,LAC,GSW,4,GSW,LAC,1531.95,1543.3,1509.22,1497.87,39,25,232,
Western,1,3,6,LAC,GSW,5,LAC,GSW,1497.87,1511.07,1543.3,1530.1,33,31,215,
