Conf,R,S1,S2,T1,T2,G,Home,Winner,WOELO,WNELO,LOELO,LNELO,SIMSW,SIMSL,D,
Eastern,1,1,8,IND,ATL,1,IND,IND,1459.74,1468.73,1362.33,1353.34,334,178,165,
Eastern,1,1,8,IND,ATL,2,IND,IND,1468.73,1477.08,1353.34,1344.99,351,161,32,
Eastern,1,1,8,IND,ATL,3,ATL,IND,1477.08,1488.6,1344.99,1333.47,345,167,23,
Eastern,1,1,8,IND,ATL,4,ATL,IND,1488.6,1499.2,1333.47,1322.87,358,154,22,
Eastern,1,2,7,MIA,CHA,1,MIA,MIA,1458.71,1471.5,1457.14,1444.35,266,246,23,
Eastern,1,2,7,MIA,CHA,2,MIA,MIA,1471.5,1483.23,1444.35,1432.63,277,235,23,
Eastern,1,2,7,MIA,CHA,3,CHA,MIA,1483.23,1498.2,1432.63,1417.66,293,219,23,
Eastern,1,2,7,MIA,CHA,4,CHA,MIA,1498.2,1511.89,1417.66,1403.97,309,203,22,
Eastern,1,3,6,TOR,BKN,1,TOR,TOR,1463.32,1475.3,1442.38,1430.4,277,235,24,
Eastern,1,3,6,TOR,BKN,2,TOR,TOR,1475.3,1486.3,1430.4,1419.4,293,219,24,
Eastern,1,3,6,TOR,BKN,3,BKN,TOR,1486.3,1500.57,1419.4,1405.13,302,210,21,
Eastern,1,3,6,TOR,BKN,4,BKN,TOR,1500.57,1513.62,1405.13,1392.08,319,193,22,
Eastern,1,4,5,CHI,WAS,1,CHI,CHI,1484.42,1495.23,1434.72,1423.91,293,219,23,
Eastern,1,4,5,CHI,WAS,2,CHI,CHI,1495.23,1505.19,1423.91,1413.95,310,202,23,
Eastern,1,4,5,CHI,WAS,3,WAS,CHI,1505.19,1518.42,1413.95,1400.72,314,198,22,
Eastern,1,4,5,CHI,WAS,4,WAS,CHI,1518.42,1530.53,1400.72,1388.61,338,174,22,
Eastern,2,1,4,IND,CHI,1,IND,CHI,1530.53,1546.34,1499.2,1483.39,277,235,64,
Eastern,2,1,4,IND,CHI,2,IND,CHI,1546.34,1560.78,1483.39,1468.95,298,214,38,
Eastern,2,1,4,IND,CHI,3,CHI,CHI,1560.78,1569.98,1468.95,1459.75,328,184,37,
Eastern,2,1,4,IND,CHI,4,CHI,CHI,1569.98,1578.51,1459.75,1451.22,341,171,38,
Eastern,2,2,3,MIA,TOR,1,MIA,MIA,1511.89,1524.82,1513.62,1500.69,263,249,37,
Eastern,2,2,3,MIA,TOR,2,MIA,MIA,1524.82,1536.66,1500.69,1488.85,277,235,37,
